,Sentiment_Flag
33807,Neutral_or_Positive
33812,Neutral_or_Positive
33824,Neutral_or_Positive
33825,Negative
33836,Negative
33847,Neutral_or_Positive
33854,Neutral_or_Positive
33858,Negative
33883,Negative
33886,Neutral_or_Positive
33890,Neutral_or_Positive
33891,Neutral_or_Positive
33897,Neutral_or_Positive
33900,Negative
33914,Neutral_or_Positive
33917,Negative
33928,Neutral_or_Positive
33935,Neutral_or_Positive
33951,Neutral_or_Positive
34004,Neutral_or_Positive
34018,Neutral_or_Positive
34028,Negative
34031,Negative
34039,Negative
34045,Neutral_or_Positive
34073,Neutral_or_Positive
34078,Neutral_or_Positive
34094,Negative
34158,Negative
34161,Neutral_or_Positive
34166,Negative
34180,Negative
34181,Neutral_or_Positive
34183,Negative
34204,Negative
34207,Neutral_or_Positive
34212,Negative
34219,Negative
34222,Neutral_or_Positive
34259,Negative
34260,Negative
34281,Neutral_or_Positive
34293,Neutral_or_Positive
34314,Neutral_or_Positive
34320,Neutral_or_Positive
34321,Neutral_or_Positive
34323,Neutral_or_Positive
34334,Negative
34355,Neutral_or_Positive
34374,Neutral_or_Positive
34375,Neutral_or_Positive
34394,Negative
34396,Neutral_or_Positive
34399,Neutral_or_Positive
34405,Neutral_or_Positive
34430,Neutral_or_Positive
34445,Negative
34458,Neutral_or_Positive
34468,Negative
34473,Negative
34480,Negative
34482,Neutral_or_Positive
34489,Neutral_or_Positive
34523,Negative
34528,Negative
34529,Neutral_or_Positive
34544,Neutral_or_Positive
34547,Neutral_or_Positive
34557,Neutral_or_Positive
34576,Negative
34583,Neutral_or_Positive
34603,Neutral_or_Positive
34610,Neutral_or_Positive
34612,Neutral_or_Positive
34619,Negative
34631,Neutral_or_Positive
34638,Negative
34644,Negative
34646,Neutral_or_Positive
34650,Negative
34652,Negative
34659,Neutral_or_Positive
34669,Negative
34682,Neutral_or_Positive
34697,Negative
34734,Negative
34746,Neutral_or_Positive
34769,Negative
34772,Negative
34778,Neutral_or_Positive
34810,Negative
34874,Neutral_or_Positive
34879,Neutral_or_Positive
34886,Neutral_or_Positive
34896,Negative
34902,Neutral_or_Positive
34917,Neutral_or_Positive
34920,Negative
34922,Negative
34931,Negative
34934,Neutral_or_Positive
34938,Negative
34951,Neutral_or_Positive
34961,Neutral_or_Positive
34991,Neutral_or_Positive
35007,Negative
35011,Negative
35015,Neutral_or_Positive
35027,Negative
35039,Negative
35051,Neutral_or_Positive
35062,Negative
35063,Negative
35097,Negative
35116,Negative
35128,Negative
35134,Neutral_or_Positive
35135,Negative
35137,Negative
35150,Neutral_or_Positive
35160,Neutral_or_Positive
35162,Negative
35192,Neutral_or_Positive
35193,Negative
35200,Neutral_or_Positive
35210,Negative
35212,Negative
35222,Neutral_or_Positive
35232,Neutral_or_Positive
35236,Neutral_or_Positive
35251,Negative
35273,Negative
35274,Negative
35278,Negative
35279,Negative
35283,Negative
35299,Neutral_or_Positive
35311,Neutral_or_Positive
35314,Neutral_or_Positive
35322,Neutral_or_Positive
35323,Negative
35334,Negative
35338,Negative
35342,Neutral_or_Positive
35347,Neutral_or_Positive
35357,Negative
35365,Neutral_or_Positive
35382,Neutral_or_Positive
35387,Negative
35398,Negative
35402,Negative
35428,Neutral_or_Positive
35432,Neutral_or_Positive
35434,Neutral_or_Positive
35436,Negative
35438,Neutral_or_Positive
35445,Negative
35446,Neutral_or_Positive
35453,Negative
35465,Neutral_or_Positive
35472,Negative
35491,Neutral_or_Positive
35498,Neutral_or_Positive
35500,Neutral_or_Positive
35502,Neutral_or_Positive
35519,Negative
35532,Neutral_or_Positive
35536,Neutral_or_Positive
35546,Negative
35552,Neutral_or_Positive
35553,Negative
35572,Negative
35580,Neutral_or_Positive
35588,Negative
35606,Negative
35615,Negative
35637,Negative
35649,Negative
35654,Negative
35656,Negative
35661,Negative
35671,Neutral_or_Positive
35673,Negative
35695,Neutral_or_Positive
35696,Neutral_or_Positive
35697,Negative
35705,Neutral_or_Positive
35708,Negative
35744,Neutral_or_Positive
35770,Neutral_or_Positive
35775,Neutral_or_Positive
35779,Negative
35788,Neutral_or_Positive
35790,Negative
35792,Negative
35802,Neutral_or_Positive
35804,Negative
35822,Neutral_or_Positive
35847,Negative
35862,Neutral_or_Positive
35865,Negative
35899,Neutral_or_Positive
35907,Negative
35911,Neutral_or_Positive
35923,Negative
35930,Negative
35945,Negative
35950,Neutral_or_Positive
35982,Neutral_or_Positive
35998,Neutral_or_Positive
36000,Neutral_or_Positive
36007,Neutral_or_Positive
36010,Negative
36015,Negative
36032,Neutral_or_Positive
36034,Negative
36037,Negative
36041,Neutral_or_Positive
36064,Negative
36081,Negative
36084,Neutral_or_Positive
36099,Negative
36106,Negative
36109,Neutral_or_Positive
36112,Neutral_or_Positive
36114,Negative
36119,Neutral_or_Positive
36122,Neutral_or_Positive
36137,Negative
36138,Negative
36145,Negative
36155,Neutral_or_Positive
36167,Neutral_or_Positive
36169,Negative
36171,Negative
36192,Negative
36194,Neutral_or_Positive
36209,Neutral_or_Positive
36212,Negative
36215,Neutral_or_Positive
36220,Neutral_or_Positive
36223,Neutral_or_Positive
36225,Neutral_or_Positive
36228,Neutral_or_Positive
36252,Negative
36283,Neutral_or_Positive
36287,Neutral_or_Positive
36298,Negative
36309,Neutral_or_Positive
36328,Negative
36337,Neutral_or_Positive
36345,Negative
36384,Negative
36387,Neutral_or_Positive
36403,Negative
36408,Neutral_or_Positive
36415,Neutral_or_Positive
36428,Neutral_or_Positive
36430,Negative
36432,Negative
36439,Neutral_or_Positive
36477,Negative
36493,Negative
36509,Neutral_or_Positive
36519,Negative
36537,Negative
36561,Neutral_or_Positive
36566,Negative
36575,Negative
36578,Neutral_or_Positive
36584,Neutral_or_Positive
36597,Negative
36616,Neutral_or_Positive
36620,Negative
36631,Neutral_or_Positive
36651,Negative
36667,Neutral_or_Positive
36674,Negative
36675,Neutral_or_Positive
36709,Neutral_or_Positive
36725,Neutral_or_Positive
36743,Negative
36753,Negative
36754,Neutral_or_Positive
36770,Neutral_or_Positive
36784,Neutral_or_Positive
36795,Negative
36812,Neutral_or_Positive
36815,Neutral_or_Positive
36833,Neutral_or_Positive
36843,Neutral_or_Positive
36852,Neutral_or_Positive
36862,Neutral_or_Positive
36867,Negative
36894,Neutral_or_Positive
36899,Negative
36900,Neutral_or_Positive
36901,Negative
36924,Neutral_or_Positive
36925,Negative
36927,Negative
36928,Neutral_or_Positive
36930,Negative
36931,Neutral_or_Positive
36942,Negative
36946,Neutral_or_Positive
36959,Neutral_or_Positive
36963,Negative
36965,Neutral_or_Positive
36966,Neutral_or_Positive
36972,Negative
36979,Negative
36986,Neutral_or_Positive
36996,Negative
37004,Neutral_or_Positive
37007,Negative
37019,Neutral_or_Positive
37025,Neutral_or_Positive
37055,Negative
37070,Neutral_or_Positive
37071,Neutral_or_Positive
37072,Negative
37075,Negative
37088,Neutral_or_Positive
37089,Neutral_or_Positive
37101,Negative
37104,Negative
37105,Negative
37118,Negative
37126,Negative
37128,Neutral_or_Positive
37161,Negative
37164,Neutral_or_Positive
37172,Negative
37173,Negative
37180,Neutral_or_Positive
37185,Neutral_or_Positive
37200,Neutral_or_Positive
37208,Negative
37219,Neutral_or_Positive
37221,Neutral_or_Positive
37225,Negative
37244,Negative
37254,Neutral_or_Positive
37258,Neutral_or_Positive
37265,Negative
37277,Neutral_or_Positive
37284,Negative
37299,Neutral_or_Positive
37312,Neutral_or_Positive
37321,Negative
37322,Negative
37325,Negative
37334,Neutral_or_Positive
37344,Neutral_or_Positive
37346,Negative
37348,Neutral_or_Positive
37355,Neutral_or_Positive
37356,Negative
37369,Neutral_or_Positive
37372,Neutral_or_Positive
37374,Neutral_or_Positive
37389,Negative
37395,Neutral_or_Positive
37400,Neutral_or_Positive
37421,Neutral_or_Positive
37423,Neutral_or_Positive
37442,Neutral_or_Positive
37445,Negative
37457,Negative
37462,Neutral_or_Positive
37481,Neutral_or_Positive
37487,Neutral_or_Positive
37493,Neutral_or_Positive
37507,Neutral_or_Positive
37519,Neutral_or_Positive
37530,Neutral_or_Positive
37539,Negative
37542,Negative
37544,Neutral_or_Positive
37552,Neutral_or_Positive
37560,Negative
37562,Neutral_or_Positive
37563,Neutral_or_Positive
37568,Negative
37590,Negative
37602,Neutral_or_Positive
37617,Neutral_or_Positive
37620,Negative
37624,Negative
37631,Neutral_or_Positive
37634,Negative
37638,Negative
37681,Neutral_or_Positive
37684,Neutral_or_Positive
37689,Neutral_or_Positive
37702,Negative
37717,Neutral_or_Positive
37730,Neutral_or_Positive
37737,Negative
37741,Negative
37767,Negative
37795,Neutral_or_Positive
37816,Negative
37820,Negative
37837,Negative
37864,Neutral_or_Positive
37873,Negative
37887,Neutral_or_Positive
37922,Neutral_or_Positive
37932,Neutral_or_Positive
37938,Neutral_or_Positive
37942,Negative
37943,Neutral_or_Positive
37961,Negative
37964,Negative
37967,Negative
37979,Neutral_or_Positive
37983,Neutral_or_Positive
37986,Neutral_or_Positive
38000,Neutral_or_Positive
38001,Neutral_or_Positive
38008,Negative
38017,Negative
38033,Negative
38042,Neutral_or_Positive
38053,Neutral_or_Positive
38061,Neutral_or_Positive
38064,Neutral_or_Positive
38088,Neutral_or_Positive
38091,Neutral_or_Positive
38106,Negative
38121,Neutral_or_Positive
38127,Neutral_or_Positive
38150,Negative
38152,Neutral_or_Positive
38165,Neutral_or_Positive
38167,Negative
38179,Negative
38183,Neutral_or_Positive
38188,Neutral_or_Positive
38202,Neutral_or_Positive
38208,Negative
38222,Neutral_or_Positive
38229,Negative
38272,Negative
38281,Neutral_or_Positive
38289,Negative
38290,Neutral_or_Positive
38295,Neutral_or_Positive
38302,Neutral_or_Positive
38304,Negative
38346,Neutral_or_Positive
38349,Neutral_or_Positive
38375,Neutral_or_Positive
38379,Neutral_or_Positive
38386,Negative
38387,Neutral_or_Positive
38397,Negative
38421,Negative
38444,Negative
38477,Negative
38479,Neutral_or_Positive
38486,Neutral_or_Positive
38488,Neutral_or_Positive
38512,Negative
38523,Neutral_or_Positive
38526,Negative
38540,Neutral_or_Positive
38546,Negative
38561,Negative
38629,Neutral_or_Positive
38667,Neutral_or_Positive
38671,Negative
38709,Negative
38732,Negative
38739,Negative
38740,Neutral_or_Positive
38744,Neutral_or_Positive
38745,Neutral_or_Positive
38751,Neutral_or_Positive
38760,Neutral_or_Positive
38761,Negative
38766,Neutral_or_Positive
38770,Neutral_or_Positive
38773,Negative
38777,Negative
38785,Negative
38786,Neutral_or_Positive
38793,Neutral_or_Positive
38798,Neutral_or_Positive
38843,Neutral_or_Positive
38859,Neutral_or_Positive
38870,Neutral_or_Positive
38880,Neutral_or_Positive
38884,Negative
38886,Neutral_or_Positive
38892,Neutral_or_Positive
38898,Negative
38925,Negative
38941,Negative
38957,Negative
38959,Neutral_or_Positive
38962,Neutral_or_Positive
38988,Neutral_or_Positive
38997,Negative
39008,Neutral_or_Positive
39014,Negative
39026,Negative
39027,Neutral_or_Positive
39062,Negative
39065,Neutral_or_Positive
39085,Negative
39095,Negative
39110,Neutral_or_Positive
39116,Neutral_or_Positive
39130,Negative
39132,Neutral_or_Positive
39134,Neutral_or_Positive
39140,Neutral_or_Positive
39141,Neutral_or_Positive
39159,Neutral_or_Positive
39179,Neutral_or_Positive
39184,Negative
39189,Negative
39193,Neutral_or_Positive
39202,Neutral_or_Positive
39207,Neutral_or_Positive
39214,Negative
39222,Neutral_or_Positive
39234,Neutral_or_Positive
39239,Negative
39262,Negative
39271,Neutral_or_Positive
39276,Neutral_or_Positive
39284,Negative
39304,Neutral_or_Positive
39332,Neutral_or_Positive
39337,Neutral_or_Positive
39354,Neutral_or_Positive
39358,Neutral_or_Positive
39367,Neutral_or_Positive
39372,Negative
39379,Negative
39389,Neutral_or_Positive
39407,Neutral_or_Positive
39409,Negative
39433,Neutral_or_Positive
39439,Neutral_or_Positive
39446,Negative
39448,Neutral_or_Positive
39472,Negative
39480,Neutral_or_Positive
39483,Negative
39496,Neutral_or_Positive
39501,Negative
39506,Neutral_or_Positive
39509,Negative
39514,Neutral_or_Positive
39516,Negative
39517,Neutral_or_Positive
39528,Negative
39541,Negative
39548,Neutral_or_Positive
39553,Neutral_or_Positive
39580,Neutral_or_Positive
39586,Negative
39587,Neutral_or_Positive
39597,Neutral_or_Positive
39613,Negative
39622,Neutral_or_Positive
39672,Neutral_or_Positive
39673,Neutral_or_Positive
39683,Neutral_or_Positive
39689,Neutral_or_Positive
39694,Negative
39697,Negative
39698,Neutral_or_Positive
39700,Negative
39708,Neutral_or_Positive
39724,Neutral_or_Positive
39727,Neutral_or_Positive
39740,Negative
39750,Neutral_or_Positive
39754,Negative
39780,Neutral_or_Positive
39783,Negative
39785,Negative
39788,Negative
39796,Negative
39807,Neutral_or_Positive
39808,Negative
39819,Negative
39829,Negative
39852,Negative
39860,Negative
39868,Negative
39872,Neutral_or_Positive
39878,Neutral_or_Positive
39905,Negative
39910,Neutral_or_Positive
39924,Neutral_or_Positive
39937,Neutral_or_Positive
39941,Neutral_or_Positive
39957,Neutral_or_Positive
39958,Negative
39976,Neutral_or_Positive
39978,Neutral_or_Positive
39984,Neutral_or_Positive
39994,Neutral_or_Positive
40005,Neutral_or_Positive
40009,Neutral_or_Positive
40024,Neutral_or_Positive
40028,Neutral_or_Positive
40030,Neutral_or_Positive
40043,Neutral_or_Positive
40070,Negative
40080,Neutral_or_Positive
40097,Negative
40101,Neutral_or_Positive
40106,Neutral_or_Positive
40147,Neutral_or_Positive
40157,Neutral_or_Positive
40182,Neutral_or_Positive
40211,Neutral_or_Positive
40249,Neutral_or_Positive
40253,Neutral_or_Positive
40276,Negative
40284,Negative
40308,Neutral_or_Positive
40315,Negative
40318,Negative
40324,Neutral_or_Positive
40329,Neutral_or_Positive
40331,Neutral_or_Positive
40336,Neutral_or_Positive
40351,Neutral_or_Positive
40362,Neutral_or_Positive
40364,Negative
40384,Neutral_or_Positive
40390,Neutral_or_Positive
40397,Neutral_or_Positive
40411,Negative
40419,Neutral_or_Positive
40440,Negative
40484,Neutral_or_Positive
40486,Negative
40490,Neutral_or_Positive
40493,Neutral_or_Positive
40495,Negative
40505,Neutral_or_Positive
40509,Negative
40522,Neutral_or_Positive
40523,Neutral_or_Positive
40526,Neutral_or_Positive
40541,Negative
40550,Negative
40577,Neutral_or_Positive
40582,Negative
40586,Neutral_or_Positive
40601,Negative
40617,Negative
40628,Negative
40631,Neutral_or_Positive
40653,Negative
40665,Neutral_or_Positive
40666,Negative
40672,Negative
40691,Neutral_or_Positive
40700,Neutral_or_Positive
40706,Neutral_or_Positive
40734,Negative
40743,Neutral_or_Positive
40746,Neutral_or_Positive
40763,Negative
40765,Neutral_or_Positive
40788,Neutral_or_Positive
40790,Neutral_or_Positive
40805,Neutral_or_Positive
40808,Negative
40851,Negative
40865,Neutral_or_Positive
40866,Negative
40880,Negative
40890,Negative
40925,Neutral_or_Positive
40935,Negative
40938,Neutral_or_Positive
40940,Neutral_or_Positive
40956,Negative
40973,Negative
40987,Neutral_or_Positive
40988,Neutral_or_Positive
40998,Negative
41003,Neutral_or_Positive
41037,Negative
41055,Neutral_or_Positive
41059,Negative
41060,Neutral_or_Positive
41061,Negative
41073,Neutral_or_Positive
41077,Neutral_or_Positive
41086,Neutral_or_Positive
41091,Negative
41100,Neutral_or_Positive
41103,Neutral_or_Positive
41108,Negative
41109,Negative
41130,Negative
41133,Neutral_or_Positive
41136,Neutral_or_Positive
41138,Neutral_or_Positive
41141,Neutral_or_Positive
41148,Neutral_or_Positive
41177,Neutral_or_Positive
41178,Neutral_or_Positive
41197,Negative
41202,Neutral_or_Positive
41210,Neutral_or_Positive
41221,Neutral_or_Positive
41230,Neutral_or_Positive
41248,Neutral_or_Positive
41251,Negative
41255,Neutral_or_Positive
41264,Neutral_or_Positive
41272,Neutral_or_Positive
41275,Neutral_or_Positive
41278,Negative
41283,Neutral_or_Positive
41304,Neutral_or_Positive
41351,Negative
41353,Neutral_or_Positive
41360,Neutral_or_Positive
41368,Neutral_or_Positive
41388,Neutral_or_Positive
41401,Negative
41414,Neutral_or_Positive
41428,Negative
41439,Negative
41442,Neutral_or_Positive
41446,Neutral_or_Positive
41463,Neutral_or_Positive
41466,Neutral_or_Positive
41469,Negative
41474,Neutral_or_Positive
41484,Neutral_or_Positive
41496,Neutral_or_Positive
41497,Negative
41503,Neutral_or_Positive
41517,Negative
41528,Neutral_or_Positive
41530,Negative
41532,Negative
41544,Neutral_or_Positive
41562,Neutral_or_Positive
41572,Neutral_or_Positive
41608,Negative
41631,Neutral_or_Positive
41640,Neutral_or_Positive
41644,Negative
41664,Neutral_or_Positive
41670,Negative
41680,Negative
41715,Negative
41725,Neutral_or_Positive
41727,Neutral_or_Positive
41758,Neutral_or_Positive
41761,Negative
41772,Negative
41773,Neutral_or_Positive
41781,Negative
41783,Neutral_or_Positive
41785,Neutral_or_Positive
41788,Neutral_or_Positive
41796,Negative
41808,Negative
41809,Neutral_or_Positive
41822,Negative
41830,Negative
41832,Negative
41839,Neutral_or_Positive
41848,Neutral_or_Positive
41849,Neutral_or_Positive
41856,Negative
41859,Neutral_or_Positive
41876,Neutral_or_Positive
41880,Neutral_or_Positive
41887,Neutral_or_Positive
41888,Neutral_or_Positive
41904,Neutral_or_Positive
41917,Negative
41924,Neutral_or_Positive
41926,Negative
41927,Neutral_or_Positive
41942,Negative
41952,Neutral_or_Positive
41953,Neutral_or_Positive
41980,Neutral_or_Positive
42006,Negative
42021,Negative
42031,Negative
42038,Negative
42040,Neutral_or_Positive
42045,Negative
42058,Negative
42059,Negative
42066,Negative
42068,Negative
42070,Negative
42100,Negative
42105,Neutral_or_Positive
42136,Negative
42161,Negative
42164,Neutral_or_Positive
42170,Neutral_or_Positive
42172,Neutral_or_Positive
42181,Negative
42184,Negative
42203,Neutral_or_Positive
42205,Neutral_or_Positive
42208,Negative
42215,Negative
42217,Neutral_or_Positive
42228,Negative
42237,Neutral_or_Positive
42239,Negative
42244,Negative
42257,Negative
42282,Neutral_or_Positive
42283,Neutral_or_Positive
42285,Negative
42288,Negative
42310,Negative
42325,Negative
42334,Negative
42359,Negative
42384,Neutral_or_Positive
42404,Negative
42435,Negative
42443,Neutral_or_Positive
42447,Negative
42452,Negative
42460,Negative
42463,Neutral_or_Positive
42472,Negative
42473,Negative
